engine,engine_version,model_id,preprocessing,image_id,group_id,timestamp_seconds,tags,line_count,ground_truth,normalized_ground_truth,raw_output,normalized_output,edit_distance,reference_characters,exact_match,whitespace_free_edit_distance,whitespace_free_reference_characters,confidence,preprocessing_ms,inference_ms,total_ms,error
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g01_f01,g01,9.983333,short|one_line|light_background|moving_background,1,바로 빙결다리서폿인데,바로 빙결다리서폿인데,바로빙결다리서풋인데이,바로빙결다리서풋인데이,3,11,False,2,10,0.8530792593955994,2.4230999988503754,27.737200005503837,30.16159999970114,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g01_f02,g01,10.0,short|one_line|light_background|moving_background,1,바로 빙결다리서폿인데,바로 빙결다리서폿인데,바로빙결다리서풋인데,바로빙결다리서풋인데,2,11,False,1,10,0.9435598254203796,2.3784000004525296,38.6545999936061,41.03440000471892,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g01_f03,g01,10.016667,short|one_line|light_background|moving_background,1,바로 빙결다리서폿인데,바로 빙결다리서폿인데,-바로빙결다리서풋인데,-바로빙결다리서풋인데,3,11,False,2,10,0.8640439510345459,2.3940000028233044,29.182199999922886,31.577900001138914,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g02_f01,g02,19.983333,short|one_line|light_background|moving_background|latin,1,1렙 e를 예상 못하는데,1렙 e를 예상 못하는데,1럽e를 예상못하는데,1럽e를 예상못하는데,3,13,False,1,10,0.9112429022789001,2.383999999437947,36.80709999753162,39.1925000003539,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g02_f02,g02,20.0,short|one_line|light_background|moving_background|latin,1,1렙 e를 예상 못하는데,1렙 e를 예상 못하는데,1럽e를 예상못하는데,1럽e를 예상못하는데,3,13,False,1,10,0.9111146330833435,2.328899994608946,26.401099996292032,28.73149999504676,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g02_f03,g02,20.016667,short|one_line|light_background|moving_background|latin,1,1렙 e를 예상 못하는데,1렙 e를 예상 못하는데,1럽e를 예상못하는데,1럽e를 예상못하는데,3,13,False,1,10,0.9116702675819397,2.787600002193358,35.67560000374215,38.46480000356678,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g03_f01,g03,93.983333,long|one_line|light_background|moving_background|jamo,1,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클갑니다,3,36,False,1,30,0.9515763521194458,2.458199996908661,28.306899999734014,30.767099997319747,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g03_f02,g03,94.0,long|one_line|light_background|moving_background|jamo,1,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클갑니다,3,36,False,1,30,0.9502617120742798,2.4143999980879016,37.04940000170609,39.465000001655426,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g03_f03,g03,94.016667,long|one_line|light_background|moving_background|jamo,1,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 그츠긴한데 상대조합 따라 딴딴해야할거같으면블클갑니다,선요우무도 그츠긴한데 상대조합 따라 딴딴해야할거같으면블클갑니다,4,36,False,2,30,0.9554085731506348,3.1694000062998384,30.910599998605903,34.08159999526106,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g04_f01,g04,129.983333,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이르으로밍영향력이 지림,빙결마공점이르으로밍영향력이 지림,5,20,False,2,16,0.9463200569152832,2.854400001524482,37.55939999973634,40.415600000415,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g04_f02,g04,130.0,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이르으로밍영향력이지림,빙결마공점이르으로밍영향력이지림,6,20,False,2,16,0.9741337299346924,2.9933999976492487,33.530699998664204,36.525499999697786,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g04_f03,g04,130.016667,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이르으로밍영향력이 지림,빙결마공점이르으로밍영향력이 지림,5,20,False,2,16,0.9090792536735535,2.81169999652775,40.14869999809889,42.961899998772424,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g05_f01,g05,219.983333,short|one_line|light_background|combat_background,1,달려잇,달려잇,S달려잇,S달려잇,1,3,False,1,3,0.744927167892456,2.1931000010226853,32.1330999940983,34.32780000002822,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g05_f02,g05,220.0,short|one_line|light_background|combat_background,1,달려잇,달려잇,C달려잇,C달려잇,1,3,False,1,3,0.7567369341850281,2.378500001213979,36.811699996178504,39.191999996546656,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g05_f03,g05,220.016667,short|one_line|light_background|combat_background,1,달려잇,달려잇,달려잇,달려잇,0,3,True,0,3,0.9346952438354492,2.203799995186273,28.61290000146255,30.818300001556054,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g06_f01,g06,249.983333,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고다음턴에잡으면되죠,플빼고다음턴에잡으면되죠,5,17,False,0,12,0.9927441477775574,2.5338999985251576,37.07900000154041,39.61449999769684,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g06_f02,g06,250.0,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고다음턴에잡으면되죠,플빼고다음턴에잡으면되죠,5,17,False,0,12,0.9931502342224121,2.226399999926798,30.41310000116937,32.64130000025034,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g06_f03,g06,250.016667,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고다음턴에잡으면되죠,플빼고다음턴에잡으면되죠,5,17,False,0,12,0.992785632610321,3.083299998252187,36.89519999898039,39.98000000137836,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g07_f01,g07,353.983333,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,여기서디테일이좀있는데,여기서디테일이좀있는데,3,14,False,0,11,0.9864181876182556,2.5356999976793304,28.270700000575744,30.807999995886348,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g07_f02,g07,354.0,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,여기서디테일이좀있는데,여기서디테일이좀있는데,3,14,False,0,11,0.9843413829803467,2.4545999986003153,37.95370000443654,40.41010000219103,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g07_f03,g07,354.016667,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,여기서디테일이좀있는데,여기서디테일이좀있는데,3,14,False,0,11,0.9856460690498352,2.0490000024437904,28.72909999859985,30.779799999436364,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g08_f01,g08,419.983333,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로다재다능도완성시켜즘,방마저스탯으로다재다능도완성시켜즘,3,19,False,1,17,0.9274511933326721,2.5133999952231534,40.13920000579674,42.65450000093551,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g08_f02,g08,420.0,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로다재다능도완성시켜즘,방마저스탯으로다재다능도완성시켜즘,3,19,False,1,17,0.930168628692627,2.3336000012932345,28.618900003493764,30.954100002418272,
